Date,Adj Close
2020-06-26,1715.064208984375
2020-06-29,1687.7294921875
2020-06-30,1700.815185546875
2020-07-01,1778.8455810546875
2020-07-02,1831.4794921875
2020-07-03,1827.3597412109375
2020-07-06,1811.365966796875
2020-07-07,1828.8623046875
2020-07-08,1828.183837890625
2020-07-09,1903.4656982421875
2020-07-10,1868.93115234375
2020-07-13,1828.8472900390625
2020-07-14,1775.385498046875
2020-07-15,1773.700927734375
2020-07-16,1771.619873046875
2020-07-17,1789.5064697265625
2020-07-20,1789.7047119140625
2020-07-21,1866.6024169921875
2020-07-22,1864.0260009765625
2020-07-23,1858.823486328125
2020-07-24,1824.6357421875
2020-07-27,1834.0001220703125
2020-07-28,1880.1783447265625
2020-07-29,1860.3099365234375
2020-07-30,1794.2630615234375
2020-07-31,1765.82275390625
2020-08-03,1724.0543212890625
2020-08-04,1764.98046875
2020-08-05,1760.6202392578125
2020-08-06,1767.6065673828125
2020-08-07,1761.6112060546875
2020-08-10,1782.6689453125
2020-08-11,1810.2174072265625
2020-08-12,1797.7808837890625
2020-08-13,1788.5155029296875
2020-08-14,1775.4844970703125
2020-08-17,1784.2545166015625
2020-08-18,1804.2220458984375
2020-08-19,1811.406494140625
2020-08-20,1768.993896484375
2020-08-21,1787.7227783203125
2020-08-24,1813.289306640625
2020-08-25,1813.04150390625
2020-08-26,1799.564697265625
2020-08-27,1847.229248046875
2020-08-28,1866.2060546875
2020-08-31,1816.014404296875
2020-09-01,1834.446044921875
2020-09-02,1810.6632080078125
2020-09-03,1792.3802490234375
2020-09-04,1753.68359375
2020-09-07,1774.8900146484375
2020-09-08,1761.2149658203125
2020-09-09,1744.814697265625
2020-09-10,1761.363525390625
2020-09-11,1752.147705078125
2020-09-14,1722.2705078125
2020-09-15,1742.832763671875
2020-09-16,1752.147705078125
2020-09-17,1728.5631103515625
2020-09-18,1708.397216796875
2020-09-21,1692.6907958984375
2020-09-22,1659.6920166015625
2020-09-23,1652.01220703125
2020-09-24,1622.0360107421875
2020-09-25,1637.048828125
2020-09-28,1666.2322998046875
2020-09-29,1697.595947265625
2020-09-30,1724.302001953125
2020-10-01,1774.444091796875
2020-10-05,1768.9442138671875
2020-10-06,1916.89306640625
2020-10-07,1931.1131591796875
2020-10-08,1931.608642578125
2020-10-09,1939.9327392578125
2020-10-12,1947.612548828125
2020-10-13,1925.8116455078125
2020-10-14,1961.9317626953125
2020-10-15,1929.5771484375
2020-10-16,1943.9459228515625
2020-10-19,2013.1142578125
2020-10-20,1997.0609130859375
2020-10-21,2030.2081298828125
2020-10-22,2024.0643310546875
2020-10-23,2041.05908203125
2020-10-26,2054.585693359375
2020-10-27,2022.8751220703125
2020-10-28,1951.080810546875
2020-10-29,1916.7940673828125
2020-10-30,1906.141357421875
2020-11-02,2022.3302001953125
2020-11-03,2111.664306640625
2020-11-04,2069.301025390625
2020-11-05,2081.68798828125
2020-11-06,2119.096435546875
2020-11-09,2132.623046875
2020-11-10,2251.536865234375
2020-11-11,2303.264404296875
2020-11-12,2310.993896484375
2020-11-13,2285.873291015625
2020-11-17,2327.74072265625
2020-11-18,2343.496826171875
2020-11-19,2303.561767578125
2020-11-20,2313.66943359375
2020-11-23,2230.4296875
2020-11-24,2197.629150390625
2020-11-25,2171.517822265625
2020-11-26,2218.1416015625
2020-11-27,2235.830322265625
2020-12-01,2286.0712890625
2020-12-02,2255.74853515625
2020-12-03,2233.551025390625
2020-12-04,2225.57373046875
2020-12-07,2282.949951171875
2020-12-08,2288.845947265625
2020-12-09,2285.823486328125
2020-12-10,2268.383056640625
2020-12-11,2275.121337890625
2020-12-14,2281.810302734375
2020-12-15,2329.07861328125
2020-12-16,2402.7060546875
2020-12-17,2472.023193359375
2020-12-18,2456.96044921875
2020-12-21,2392.9453125
2020-12-22,2381.896240234375
2020-12-23,2381.3017578125
2020-12-24,2432.929931640625
2020-12-28,2454.037353515625
2020-12-29,2496.152587890625
2020-12-30,2495.260986328125
2020-12-31,2535.493408203125
